id,duration_months,credit_amount,installment_rate,present_residence_since,age_years,number_existing_credits,checking_status,credit_history,purpose,savings_account,present_employment_since,debtors_guarantors,property,installment_plans,housing,job,number_people_liable,telephone,foreign_worker,gender,label
254,9,2030,2,1,24,1,A12,A32,A42,A65,A74,A101,A123,A143,A152,A173,1,A192,A201,male,Pay Off
255,60,7418,1,1,27,1,A12,A33,A43,A65,A73,A101,A121,A143,A152,A172,1,A191,A201,male,Pay Off
256,24,2684,4,2,35,2,A14,A34,A43,A61,A73,A101,A121,A143,A152,A172,1,A191,A201,male,Pay Off
258,15,3812,1,4,23,1,A14,A32,A41,A62,A72,A101,A123,A143,A152,A173,1,A192,A201,female,Pay Off
259,11,1154,4,4,57,3,A14,A34,A43,A62,A71,A101,A121,A143,A152,A172,1,A191,A201,female,Pay Off
260,12,1657,2,2,27,1,A11,A32,A42,A61,A73,A101,A121,A143,A152,A173,1,A191,A201,male,Pay Off
261,24,1603,4,4,55,1,A11,A32,A43,A61,A75,A101,A123,A143,A152,A173,1,A191,A201,female,Pay Off
262,18,5302,2,4,36,3,A11,A34,A40,A61,A75,A101,A124,A143,A153,A174,1,A192,A201,male,Pay Off
263,12,2748,2,4,57,3,A14,A34,A46,A61,A75,A101,A124,A141,A153,A172,1,A191,A201,female,Pay Off
264,10,1231,3,4,32,2,A14,A34,A40,A61,A75,A101,A121,A143,A152,A172,2,A191,A202,male,Pay Off
267,24,1533,4,3,38,1,A14,A32,A43,A61,A72,A101,A123,A142,A152,A173,1,A192,A201,female,Pay Off
269,24,999,4,2,25,2,A14,A32,A43,A65,A75,A101,A123,A143,A152,A173,1,A191,A201,male,Pay Off
270,18,2662,4,3,32,1,A14,A32,A40,A65,A74,A101,A122,A143,A152,A173,1,A191,A202,male,Pay Off
271,12,1402,3,4,37,1,A14,A34,A42,A63,A74,A101,A123,A143,A151,A173,1,A192,A201,female,Pay Off
272,48,12169,4,4,36,1,A12,A31,A40,A65,A71,A102,A124,A143,A153,A174,1,A192,A201,male,Pay Off
275,9,2697,1,2,32,1,A14,A32,A43,A61,A73,A101,A121,A143,A152,A173,2,A191,A201,male,Pay Off
276,18,2404,2,2,26,2,A14,A34,A43,A61,A73,A101,A123,A143,A152,A173,1,A191,A201,female,Pay Off
277,12,1262,2,4,49,1,A11,A32,A42,A65,A75,A101,A122,A143,A152,A172,1,A192,A201,male,Pay Off
279,24,1901,4,4,29,1,A14,A32,A43,A62,A73,A101,A123,A143,A151,A174,1,A192,A201,male,Pay Off
280,15,3368,3,4,23,2,A14,A34,A41,A64,A75,A101,A124,A143,A151,A173,1,A192,A201,male,Pay Off
282,18,1445,4,4,49,1,A13,A31,A43,A65,A74,A101,A123,A141,A152,A172,1,A191,A201,male,Pay Off
283,15,1520,4,4,63,1,A14,A34,A42,A65,A75,A101,A122,A143,A152,A173,1,A191,A201,male,Pay Off
285,47,10722,1,1,35,1,A11,A32,A40,A61,A72,A101,A121,A143,A152,A172,1,A192,A201,female,Pay Off
286,48,4788,4,3,26,1,A11,A32,A41,A61,A74,A101,A122,A143,A152,A173,2,A191,A201,male,Pay Off
287,48,7582,2,4,31,1,A12,A33,A410,A62,A71,A101,A124,A143,A153,A174,1,A192,A201,male,Pay Off
288,12,1092,4,4,49,2,A12,A32,A43,A61,A73,A103,A121,A143,A152,A173,1,A192,A201,female,Pay Off
290,12,1076,2,2,26,1,A14,A32,A49,A61,A73,A101,A121,A143,A152,A173,1,A192,A202,male,Pay Off
292,24,6419,2,4,44,2,A11,A34,A41,A61,A75,A101,A124,A143,A153,A174,2,A192,A201,female,Pay Off
293,42,4796,4,4,56,1,A13,A34,A41,A61,A75,A101,A124,A143,A153,A173,1,A191,A201,male,Pay Off
294,48,7629,4,2,46,2,A14,A34,A49,A65,A75,A101,A123,A141,A152,A174,2,A191,A201,male,Pay Off
297,10,1287,4,2,45,1,A14,A32,A40,A65,A75,A102,A122,A143,A152,A172,1,A191,A202,male,Pay Off
298,18,2515,3,4,43,1,A14,A32,A42,A61,A73,A101,A121,A143,A152,A173,1,A192,A201,male,Pay Off
303,10,1038,4,3,49,2,A11,A34,A40,A61,A74,A102,A122,A143,A152,A173,1,A192,A201,male,Pay Off
305,6,1543,4,2,33,1,A14,A32,A42,A64,A73,A101,A121,A143,A152,A173,1,A191,A201,male,Pay Off
306,30,4811,2,4,24,1,A14,A32,A41,A65,A74,A101,A122,A142,A151,A172,1,A191,A201,female,Pay Off
309,9,276,4,4,22,1,A12,A32,A40,A61,A73,A101,A121,A143,A151,A172,1,A191,A201,male,Pay Off
310,48,5381,3,4,40,1,A12,A32,A410,A65,A71,A101,A124,A141,A153,A171,1,A192,A201,male,Pay Off
311,24,5511,4,1,25,1,A14,A32,A42,A62,A73,A101,A123,A142,A152,A173,1,A191,A201,male,Pay Off
312,24,3749,2,4,26,1,A13,A32,A42,A61,A72,A101,A123,A143,A152,A173,1,A191,A201,female,Pay Off
314,4,1494,1,2,29,1,A13,A32,A40,A65,A72,A101,A121,A143,A152,A172,2,A191,A202,male,Pay Off
317,24,4351,1,4,48,1,A12,A32,A42,A65,A73,A101,A122,A143,A152,A172,1,A192,A201,female,Pay Off
318,12,701,4,2,32,2,A14,A34,A46,A61,A73,A101,A123,A143,A152,A173,1,A191,A201,male,Pay Off
319,15,3643,1,4,27,2,A11,A33,A42,A61,A75,A101,A122,A143,A152,A172,1,A191,A201,female,Pay Off
323,18,2659,4,2,28,1,A11,A32,A42,A64,A73,A101,A123,A143,A152,A173,1,A191,A201,male,Pay Off
324,18,1028,4,3,36,2,A14,A34,A40,A61,A73,A101,A121,A143,A152,A173,1,A191,A201,female,Pay Off
325,8,3398,1,4,39,2,A11,A34,A40,A61,A74,A101,A121,A143,A152,A172,1,A191,A202,male,Pay Off
326,12,5801,2,4,49,1,A14,A34,A42,A65,A75,A101,A122,A143,A151,A173,1,A192,A201,male,Pay Off
327,24,1525,4,3,34,1,A14,A32,A40,A64,A74,A101,A123,A143,A152,A173,2,A192,A201,female,Pay Off
328,36,4473,4,2,31,1,A13,A32,A43,A61,A75,A101,A123,A143,A152,A173,1,A191,A201,male,Pay Off
329,6,1068,4,4,28,1,A12,A32,A43,A61,A75,A101,A123,A143,A152,A173,2,A191,A201,male,Pay Off
330,24,6615,2,4,75,2,A11,A34,A41,A61,A71,A101,A124,A143,A153,A174,1,A192,A201,male,Pay Off
336,13,2101,2,4,23,1,A12,A32,A43,A61,A72,A103,A122,A143,A152,A172,1,A191,A201,female,Pay Off
338,24,4169,4,4,28,1,A11,A32,A42,A61,A73,A101,A122,A143,A152,A173,1,A191,A201,male,Pay Off
339,10,1521,4,2,31,1,A12,A32,A42,A61,A73,A101,A123,A143,A152,A172,1,A191,A201,male,Pay Off
340,24,5743,2,4,24,2,A12,A34,A46,A61,A72,A101,A124,A143,A153,A173,1,A192,A201,female,Pay Off
341,21,3599,1,4,26,1,A11,A32,A42,A61,A74,A101,A123,A143,A151,A172,1,A191,A201,female,Pay Off
342,18,3213,1,3,25,1,A12,A32,A43,A63,A72,A101,A121,A143,A151,A173,1,A191,A201,male,Pay Off
343,18,4439,1,1,33,1,A12,A32,A49,A61,A75,A102,A121,A141,A152,A174,1,A192,A201,male,Pay Off
344,10,3949,1,1,37,1,A13,A32,A40,A61,A72,A103,A122,A143,A152,A172,2,A191,A201,male,Pay Off
346,13,882,4,4,23,2,A12,A34,A43,A61,A72,A103,A121,A143,A152,A173,1,A191,A201,male,Pay Off
347,24,3758,1,4,23,1,A12,A32,A43,A63,A71,A101,A124,A143,A151,A171,1,A191,A201,female,Pay Off
348,6,1743,1,2,34,2,A14,A33,A49,A62,A73,A101,A121,A143,A152,A172,1,A191,A201,male,Pay Off
350,9,1236,1,4,23,1,A14,A32,A44,A61,A72,A101,A121,A143,A151,A173,1,A192,A201,female,Pay Off
352,18,3229,2,4,38,1,A14,A34,A41,A65,A71,A101,A124,A143,A152,A174,1,A192,A201,male,Pay Off
356,12,2331,1,4,49,1,A14,A34,A43,A65,A75,A102,A121,A143,A152,A173,1,A192,A201,male,Pay Off
358,12,776,4,2,28,1,A14,A32,A43,A61,A73,A101,A121,A143,A152,A173,1,A191,A201,male,Pay Off
360,18,1239,4,4,61,1,A12,A32,A46,A65,A73,A101,A124,A143,A153,A173,1,A191,A201,male,Pay Off
363,6,1766,1,2,21,1,A14,A32,A42,A61,A73,A101,A122,A143,A151,A173,1,A191,A201,male,Pay Off
365,12,1542,2,4,36,1,A14,A32,A49,A61,A74,A101,A123,A143,A152,A173,1,A192,A201,male,Pay Off
366,18,3850,3,1,27,2,A14,A34,A41,A61,A74,A101,A123,A143,A152,A173,1,A191,A201,male,Pay Off
367,18,3650,1,4,22,1,A11,A32,A42,A61,A72,A101,A123,A143,A151,A173,1,A191,A201,female,Pay Off
369,18,3001,2,4,40,1,A12,A32,A42,A61,A74,A101,A121,A143,A151,A173,1,A191,A201,female,Pay Off
370,36,3079,4,4,36,1,A14,A32,A40,A65,A73,A101,A121,A143,A152,A173,1,A191,A201,male,Pay Off
371,18,6070,3,4,33,2,A14,A34,A43,A61,A75,A101,A123,A143,A152,A173,1,A192,A201,male,Pay Off
372,10,2146,1,3,23,2,A14,A34,A42,A61,A72,A101,A121,A143,A151,A173,1,A191,A201,female,Pay Off
373,60,13756,2,4,63,1,A14,A34,A40,A65,A75,A101,A124,A141,A153,A174,1,A192,A201,male,Pay Off
376,18,2320,2,3,34,2,A14,A33,A43,A61,A71,A101,A121,A143,A152,A173,1,A191,A201,male,Pay Off
377,7,846,3,4,36,1,A14,A33,A43,A65,A75,A101,A124,A143,A153,A173,1,A191,A201,male,Pay Off
380,20,2212,4,4,39,1,A11,A32,A42,A65,A74,A101,A123,A143,A152,A173,1,A192,A201,male,Pay Off
382,22,1283,4,4,25,1,A14,A32,A40,A65,A74,A101,A122,A143,A151,A173,1,A191,A201,female,Pay Off
383,12,1330,4,1,26,1,A13,A32,A40,A61,A72,A101,A121,A143,A152,A173,1,A191,A201,male,Pay Off
384,30,4272,2,2,26,2,A14,A33,A49,A62,A73,A101,A122,A143,A152,A172,1,A191,A201,male,Pay Off
386,18,1126,4,2,21,1,A14,A32,A43,A65,A72,A101,A121,A143,A151,A173,1,A192,A201,female,Pay Off
387,18,7374,4,4,40,2,A12,A34,A42,A61,A71,A101,A122,A142,A152,A174,1,A192,A201,male,Pay Off
388,15,2326,2,4,27,1,A12,A34,A49,A63,A73,A101,A123,A141,A152,A173,1,A191,A201,male,Pay Off
389,9,1449,3,2,27,2,A14,A32,A49,A61,A74,A101,A123,A143,A152,A173,1,A191,A201,female,Pay Off
390,18,1820,2,2,30,1,A14,A32,A40,A61,A73,A101,A122,A143,A152,A174,1,A192,A201,male,Pay Off
392,36,3249,2,4,39,1,A11,A32,A40,A61,A74,A101,A124,A141,A153,A174,2,A192,A201,male,Pay Off
393,6,1957,1,4,31,1,A11,A34,A43,A61,A74,A101,A123,A143,A152,A173,1,A191,A201,female,Pay Off
394,9,2406,2,3,31,1,A14,A34,A42,A61,A71,A101,A123,A143,A152,A174,1,A191,A201,male,Pay Off
395,39,11760,2,3,32,1,A12,A33,A46,A62,A74,A101,A124,A143,A151,A173,1,A192,A201,male,Pay Off
397,36,2348,3,2,46,2,A11,A34,A42,A61,A73,A101,A122,A143,A152,A173,1,A192,A201,male,Pay Off
399,24,1516,4,1,43,2,A14,A34,A43,A64,A73,A101,A121,A143,A152,A172,1,A191,A201,female,Pay Off
401,18,1887,4,4,28,2,A12,A34,A49,A65,A73,A101,A121,A141,A152,A173,1,A191,A201,male,Pay Off
403,14,802,4,2,27,2,A14,A33,A40,A61,A73,A101,A123,A143,A152,A172,1,A191,A201,male,Pay Off
404,18,2899,4,4,43,1,A12,A33,A40,A65,A75,A101,A123,A143,A152,A173,2,A191,A201,male,Pay Off
406,24,2197,4,4,43,2,A14,A34,A41,A65,A74,A101,A123,A143,A152,A173,2,A192,A201,male,Pay Off
410,24,1967,4,4,20,1,A12,A32,A43,A61,A75,A101,A123,A143,A152,A173,1,A192,A201,female,Pay Off
411,33,7253,3,2,35,2,A14,A34,A41,A61,A74,A101,A123,A143,A152,A174,1,A192,A201,male,Pay Off
413,10,1597,3,2,40,1,A14,A32,A40,A63,A73,A101,A124,A143,A151,A172,2,A191,A202,male,Pay Off
415,36,5842,2,2,35,2,A14,A34,A41,A61,A75,A101,A122,A143,A152,A173,2,A192,A201,male,Pay Off
417,18,8471,1,2,23,2,A11,A33,A46,A65,A73,A101,A123,A143,A151,A173,1,A192,A201,female,Pay Off
420,15,3186,2,3,20,1,A14,A32,A40,A64,A74,A101,A123,A143,A151,A173,1,A191,A201,female,Pay Off
421,12,2028,4,2,30,1,A12,A32,A41,A65,A73,A101,A123,A143,A152,A173,1,A191,A201,male,Pay Off
423,21,1591,4,3,34,2,A14,A33,A42,A62,A74,A101,A121,A143,A152,A174,1,A191,A201,male,Pay Off
427,18,1149,4,3,46,2,A14,A34,A43,A64,A73,A101,A121,A143,A152,A173,1,A191,A201,male,Pay Off
428,9,1313,1,4,20,1,A14,A32,A42,A61,A75,A101,A123,A143,A152,A173,1,A191,A201,male,Pay Off
430,5,3448,1,4,74,1,A14,A32,A49,A61,A74,A101,A121,A143,A152,A172,1,A191,A201,male,Pay Off
432,6,1872,4,4,36,3,A11,A34,A42,A61,A71,A101,A124,A143,A153,A174,1,A192,A201,male,Pay Off
433,24,2058,4,2,33,2,A14,A34,A45,A61,A73,A101,A121,A143,A152,A173,1,A192,A201,male,Pay Off
434,9,2136,3,2,25,1,A11,A32,A42,A61,A73,A101,A121,A143,A152,A173,1,A191,A201,male,Pay Off
436,6,660,2,4,23,1,A14,A32,A45,A63,A74,A101,A121,A143,A151,A172,1,A191,A201,male,Pay Off
437,24,1287,4,4,37,2,A14,A34,A40,A64,A75,A101,A121,A143,A152,A173,1,A192,A201,female,Pay Off
438,42,3394,4,4,65,2,A11,A34,A45,A61,A71,A102,A123,A143,A152,A171,1,A191,A201,male,Pay Off
440,12,1884,4,4,39,1,A14,A32,A40,A61,A75,A101,A123,A143,A152,A174,1,A192,A201,male,Pay Off
442,20,2629,2,3,29,2,A12,A33,A410,A61,A73,A101,A123,A141,A152,A173,1,A192,A201,male,Pay Off
445,9,1244,4,4,41,2,A14,A34,A46,A65,A75,A101,A122,A143,A151,A172,1,A191,A201,female,Pay Off
447,7,2576,2,2,35,1,A12,A32,A43,A61,A73,A103,A121,A143,A152,A173,1,A191,A201,male,Pay Off
448,12,1424,3,4,55,1,A13,A32,A42,A65,A75,A101,A121,A143,A152,A174,1,A192,A201,female,Pay Off
451,6,518,3,1,29,1,A14,A32,A43,A61,A73,A101,A121,A143,A152,A173,1,A191,A201,female,Pay Off
452,12,2759,2,4,34,2,A14,A30,A42,A61,A75,A101,A122,A143,A152,A173,1,A191,A201,male,Pay Off
453,24,2670,4,4,35,1,A14,A32,A41,A61,A75,A101,A123,A143,A152,A174,1,A192,A201,male,Pay Off
455,24,2679,4,1,29,1,A14,A32,A41,A61,A72,A101,A124,A143,A152,A174,1,A192,A201,female,Pay Off
456,11,3905,2,2,36,2,A11,A34,A40,A61,A73,A101,A121,A143,A151,A173,2,A191,A201,male,Pay Off
458,6,343,4,1,27,1,A11,A32,A44,A61,A72,A101,A121,A143,A152,A173,1,A191,A201,female,Pay Off
460,36,3620,1,2,37,1,A11,A32,A42,A61,A73,A103,A122,A143,A152,A173,2,A191,A201,male,Pay Off
461,15,1721,2,3,36,1,A11,A32,A40,A61,A72,A101,A121,A143,A152,A173,1,A191,A201,male,Pay Off
462,12,3017,3,1,34,1,A12,A32,A42,A61,A72,A101,A121,A143,A151,A174,1,A191,A201,female,Pay Off
464,18,1950,4,1,34,2,A14,A32,A49,A61,A74,A101,A123,A142,A152,A173,1,A192,A201,male,Pay Off
465,24,2924,3,4,63,1,A11,A32,A41,A61,A73,A103,A124,A141,A152,A173,2,A192,A201,male,Pay Off
467,48,7238,3,3,32,2,A14,A33,A43,A65,A75,A101,A123,A141,A152,A173,2,A191,A201,male,Pay Off
468,33,2764,2,2,26,2,A14,A33,A49,A61,A73,A101,A123,A143,A152,A173,1,A192,A201,female,Pay Off
469,24,4679,3,3,35,2,A14,A33,A41,A61,A74,A101,A123,A143,A152,A172,1,A192,A201,male,Pay Off
473,6,1238,4,4,36,1,A14,A32,A48,A65,A71,A101,A122,A143,A152,A174,2,A192,A201,male,Pay Off
476,39,2569,4,4,24,1,A14,A32,A41,A63,A73,A101,A123,A143,A152,A173,1,A191,A201,male,Pay Off
477,24,5152,4,2,25,1,A13,A32,A43,A61,A74,A101,A123,A141,A152,A173,1,A191,A201,male,Pay Off
479,15,1478,4,4,44,2,A11,A34,A42,A61,A75,A101,A123,A143,A152,A173,2,A192,A201,male,Pay Off
480,12,3573,1,1,23,1,A12,A34,A43,A61,A73,A101,A121,A143,A152,A172,1,A191,A201,female,Pay Off
481,24,1201,4,1,26,1,A12,A32,A40,A61,A72,A101,A122,A143,A152,A173,1,A191,A201,male,Pay Off
482,30,3622,4,4,57,2,A11,A32,A42,A64,A75,A101,A122,A143,A151,A173,1,A192,A201,female,Pay Off
483,15,960,3,2,30,2,A14,A33,A42,A64,A74,A101,A122,A143,A152,A173,1,A191,A201,female,Pay Off
486,12,3077,2,4,52,1,A14,A32,A43,A61,A73,A101,A123,A143,A152,A173,1,A192,A201,male,Pay Off
487,24,3757,4,4,62,1,A14,A32,A40,A61,A75,A102,A124,A143,A153,A173,1,A192,A201,female,Pay Off
488,10,1418,3,2,35,1,A14,A32,A40,A62,A73,A101,A121,A143,A151,A172,1,A191,A202,male,Pay Off
489,6,3518,2,3,26,1,A14,A32,A40,A61,A73,A103,A122,A143,A151,A173,1,A191,A201,male,Pay Off
490,12,1934,2,2,26,2,A14,A34,A43,A61,A75,A101,A124,A143,A152,A173,1,A191,A201,male,Pay Off
492,6,1237,1,1,27,2,A14,A34,A43,A62,A73,A101,A122,A143,A152,A173,1,A191,A201,female,Pay Off
493,6,368,4,4,38,1,A12,A32,A43,A65,A75,A101,A122,A143,A152,A173,1,A191,A201,male,Pay Off
497,24,1585,4,3,40,2,A14,A34,A42,A61,A74,A101,A122,A143,A152,A173,1,A191,A201,male,Pay Off
498,18,1301,4,2,32,1,A12,A32,A43,A61,A75,A103,A121,A143,A152,A172,1,A191,A201,male,Pay Off
499,6,1323,2,4,28,2,A13,A34,A40,A62,A75,A101,A123,A143,A152,A173,2,A192,A201,male,Pay Off
501,36,5493,2,4,42,1,A11,A32,A41,A61,A75,A101,A124,A143,A153,A173,2,A191,A201,male,Pay Off
502,9,1126,2,4,49,1,A13,A32,A43,A62,A75,A101,A121,A143,A152,A173,1,A191,A201,male,Pay Off
506,15,2360,2,2,36,1,A13,A34,A41,A63,A73,A101,A123,A143,A152,A173,1,A192,A201,male,Pay Off
511,36,4686,2,2,32,1,A14,A32,A41,A61,A73,A101,A124,A143,A153,A174,1,A192,A201,male,Pay Off
513,12,585,4,4,20,2,A12,A33,A43,A61,A73,A102,A121,A143,A151,A173,1,A191,A201,male,Pay Off
514,24,2255,4,1,54,1,A14,A32,A40,A65,A72,A101,A122,A143,A152,A173,1,A191,A201,male,Pay Off
515,6,609,4,3,37,2,A11,A34,A40,A61,A74,A101,A122,A143,A152,A173,1,A191,A202,female,Pay Off
516,6,1361,2,4,40,1,A11,A34,A40,A61,A72,A101,A121,A143,A152,A172,2,A191,A202,male,Pay Off
518,6,1203,3,2,43,1,A11,A32,A40,A62,A75,A101,A122,A143,A152,A173,1,A192,A201,male,Pay Off
519,6,700,4,4,36,2,A14,A34,A43,A65,A75,A101,A124,A143,A153,A173,1,A191,A201,male,Pay Off
520,24,5507,3,4,44,2,A14,A34,A45,A61,A75,A101,A124,A143,A153,A173,1,A191,A201,male,Pay Off
523,24,3488,3,4,23,1,A14,A32,A41,A62,A74,A101,A123,A143,A152,A173,1,A191,A201,female,Pay Off
525,26,7966,2,3,30,2,A12,A32,A41,A61,A72,A101,A123,A143,A152,A173,1,A191,A201,male,Pay Off
526,15,1532,4,3,31,1,A14,A34,A46,A62,A73,A101,A123,A143,A152,A173,1,A191,A201,female,Pay Off
529,6,662,3,4,41,1,A11,A32,A40,A61,A72,A101,A121,A143,A152,A172,2,A192,A201,male,Pay Off
530,36,2273,3,1,32,2,A12,A32,A46,A61,A74,A101,A123,A143,A152,A173,2,A191,A201,male,Pay Off
532,12,1503,4,4,41,1,A14,A33,A41,A61,A73,A101,A121,A143,A151,A173,1,A191,A201,male,Pay Off
533,24,1311,4,3,26,1,A14,A32,A43,A62,A74,A101,A122,A143,A152,A173,1,A192,A201,male,Pay Off
537,18,3612,3,4,37,1,A12,A34,A42,A61,A75,A101,A122,A143,A152,A173,1,A192,A201,female,Pay Off
539,18,3049,1,1,45,1,A13,A32,A42,A61,A72,A101,A122,A142,A152,A172,1,A191,A201,female,Pay Off
541,24,2032,4,4,60,2,A14,A33,A40,A61,A75,A101,A124,A143,A153,A173,1,A192,A201,male,Pay Off
544,12,1255,4,4,61,2,A14,A34,A40,A61,A75,A101,A121,A143,A152,A172,1,A191,A201,male,Pay Off
546,24,2022,4,4,37,1,A14,A34,A40,A61,A73,A101,A123,A143,A152,A173,1,A192,A201,female,Pay Off
547,24,1552,3,1,32,1,A14,A32,A43,A61,A74,A101,A123,A141,A152,A173,2,A191,A201,male,Pay Off
549,48,8858,2,1,35,2,A14,A34,A41,A65,A74,A101,A124,A143,A153,A173,1,A192,A201,male,Pay Off
550,12,996,4,4,23,2,A14,A34,A45,A65,A74,A101,A121,A143,A152,A173,1,A191,A201,female,Pay Off
551,6,1750,2,4,45,1,A14,A31,A43,A63,A75,A101,A122,A141,A152,A172,2,A191,A201,male,Pay Off
553,12,1995,4,1,27,1,A12,A34,A40,A62,A72,A101,A123,A143,A152,A173,1,A191,A201,male,Pay Off
554,9,1199,4,4,67,2,A12,A32,A46,A61,A74,A101,A122,A143,A152,A174,1,A192,A201,female,Pay Off
560,24,2964,4,4,49,1,A11,A32,A41,A65,A75,A101,A124,A141,A153,A173,2,A192,A201,male,Pay Off
562,6,683,2,1,29,1,A13,A33,A43,A61,A72,A101,A122,A141,A152,A173,1,A191,A201,female,Pay Off
564,24,4712,4,2,37,2,A12,A33,A49,A65,A73,A101,A122,A141,A152,A174,1,A192,A201,male,Pay Off
565,24,1553,3,2,23,2,A12,A33,A43,A62,A74,A101,A122,A143,A151,A173,1,A192,A201,female,Pay Off
567,24,2578,2,2,34,1,A14,A34,A43,A64,A75,A101,A123,A143,A152,A173,1,A191,A201,male,Pay Off
571,30,5954,3,2,38,1,A14,A34,A43,A61,A74,A102,A123,A143,A152,A173,1,A191,A201,male,Pay Off
572,24,5433,2,4,26,1,A14,A32,A41,A65,A71,A101,A122,A143,A151,A174,1,A192,A201,female,Pay Off
573,15,806,4,4,22,1,A11,A32,A49,A61,A73,A101,A122,A143,A152,A172,1,A191,A201,female,Pay Off
574,9,1082,4,4,27,2,A12,A32,A43,A61,A75,A101,A123,A143,A152,A172,1,A191,A201,male,Pay Off
575,15,2788,2,3,24,2,A14,A34,A42,A61,A74,A102,A123,A141,A152,A173,1,A191,A201,female,Pay Off
576,12,2930,2,1,27,1,A12,A32,A43,A61,A74,A101,A121,A143,A152,A173,1,A191,A201,female,Pay Off
577,24,1927,3,2,33,2,A14,A34,A46,A65,A73,A101,A123,A143,A152,A173,1,A192,A201,female,Pay Off
584,12,2133,4,4,52,1,A14,A32,A40,A65,A75,A101,A124,A143,A153,A174,1,A192,A201,female,Pay Off
586,9,2799,2,2,36,2,A11,A34,A40,A61,A73,A101,A121,A143,A151,A173,2,A191,A201,male,Pay Off
587,12,1289,4,1,21,1,A11,A32,A42,A61,A73,A103,A122,A143,A152,A172,1,A191,A201,male,Pay Off
591,24,1965,4,4,42,2,A12,A33,A40,A65,A73,A101,A123,A143,A151,A173,1,A192,A201,female,Pay Off
592,21,1572,4,4,36,1,A14,A32,A49,A64,A75,A101,A121,A141,A152,A172,1,A191,A201,female,Pay Off
599,24,3863,1,2,32,1,A14,A33,A49,A61,A73,A101,A124,A143,A153,A173,1,A191,A201,male,Pay Off
604,10,1275,4,2,23,1,A13,A32,A42,A61,A72,A101,A122,A143,A152,A173,1,A191,A201,female,Pay Off
605,24,2828,4,4,22,1,A11,A31,A42,A63,A73,A101,A121,A142,A152,A173,1,A192,A201,male,Pay Off
606,24,4526,3,2,74,1,A14,A34,A49,A61,A73,A101,A121,A143,A152,A174,1,A192,A201,male,Pay Off
